timestep,HydroDispatch2,HydroDispatch1_inflow,HydroDispatch3_inflow,SolarBusC,WindBusA,4_Demand,2_Demand,3_Demand
7236,0.538,0.538,0.538,0.874,0.152,0.652,0.477,0.427
7237,0.528,0.528,0.528,0.868,0.088,0.66,0.487,0.428
7238,0.538,0.538,0.538,0.83,0.095,0.659,0.493,0.429
7239,0.518,0.518,0.518,0.77,0.106,0.641,0.496,0.427
7240,0.34,0.34,0.34,0.594,0.202,0.619,0.498,0.423
7241,0.274,0.274,0.274,0.0,0.196,0.6,0.493,0.426
7242,0.284,0.284,0.284,0.0,0.214,0.618,0.514,0.472
7243,0.264,0.264,0.264,0.0,0.344,0.617,0.504,0.477
7244,0.264,0.264,0.264,0.0,0.444,0.593,0.485,0.469
7245,0.264,0.264,0.264,0.0,0.432,0.552,0.46,0.447
7246,0.264,0.264,0.264,0.0,0.483,0.503,0.418,0.412
7247,0.264,0.264,0.264,0.0,0.541,0.464,0.377,0.373
7248,0.264,0.264,0.264,0.0,0.405,0.435,0.352,0.34
7249,0.084,0.084,0.084,0.0,0.239,0.424,0.339,0.322
7250,0.094,0.094,0.094,0.0,0.624,0.418,0.33,0.311
7251,0.084,0.084,0.084,0.0,0.558,0.413,0.327,0.309
7252,0.094,0.094,0.094,0.0,0.1,0.417,0.335,0.318
7253,0.094,0.094,0.094,0.0,0.197,0.432,0.362,0.351
7254,0.084,0.084,0.084,0.0,0.325,0.475,0.399,0.382
7255,0.104,0.104,0.104,0.499,0.507,0.502,0.407,0.377
7256,0.254,0.254,0.254,0.731,0.948,0.531,0.404,0.39
7257,0.274,0.274,0.274,0.854,0.963,0.565,0.405,0.405
7258,0.264,0.264,0.264,0.894,0.965,0.597,0.408,0.413
7259,0.264,0.264,0.264,0.863,0.5,0.624,0.411,0.419
7260,0.528,0.528,0.528,0.857,0.192,0.645,0.415,0.433
7261,0.528,0.528,0.528,0.843,0.301,0.662,0.42,0.411
7262,0.528,0.528,0.528,0.828,0.334,0.662,0.421,0.412
7263,0.51,0.51,0.51,0.779,0.249,0.66,0.428,0.409
7264,0.518,0.518,0.518,0.589,0.266,0.643,0.43,0.405
7265,0.378,0.378,0.378,0.0,0.372,0.612,0.434,0.414
7266,0.292,0.292,0.292,0.0,0.253,0.628,0.464,0.459
7267,0.264,0.264,0.264,0.0,0.629,0.624,0.458,0.466
7268,0.264,0.264,0.264,0.0,0.919,0.599,0.443,0.458
7269,0.254,0.254,0.254,0.0,0.772,0.556,0.424,0.436
7270,0.274,0.274,0.274,0.0,0.548,0.505,0.389,0.406
7271,0.274,0.274,0.274,0.0,0.454,0.463,0.356,0.368
7272,0.264,0.264,0.264,0.0,0.443,0.437,0.337,0.342
7273,0.17,0.17,0.17,0.0,0.498,0.421,0.328,0.323
7274,0.076,0.076,0.076,0.0,0.548,0.413,0.324,0.313
7275,0.076,0.076,0.076,0.0,0.591,0.41,0.322,0.309
7276,0.218,0.218,0.218,0.0,0.728,0.412,0.332,0.318
7277,0.254,0.254,0.254,0.0,0.531,0.426,0.36,0.342
7278,0.264,0.264,0.264,0.0,0.352,0.463,0.396,0.36
7279,0.254,0.254,0.254,0.448,0.326,0.496,0.402,0.348
7280,0.264,0.264,0.264,0.709,0.288,0.521,0.402,0.37
7281,0.254,0.254,0.254,0.779,0.299,0.56,0.406,0.392
7282,0.264,0.264,0.264,0.848,0.358,0.591,0.409,0.407
7283,0.254,0.254,0.254,0.868,0.241,0.629,0.413,0.41
7284,0.264,0.264,0.264,0.85,0.189,0.645,0.419,0.408
7285,0.254,0.254,0.254,0.85,0.259,0.665,0.425,0.409
7286,0.264,0.264,0.264,0.823,0.205,0.674,0.432,0.412
7287,0.254,0.254,0.254,0.766,0.148,0.672,0.439,0.413
7288,0.274,0.274,0.274,0.585,0.105,0.646,0.44,0.412
7289,0.518,0.518,0.518,0.0,0.084,0.621,0.44,0.42
7290,0.518,0.518,0.518,0.0,0.14,0.629,0.459,0.461
7291,0.528,0.528,0.528,0.0,0.24,0.618,0.446,0.464
7292,0.35,0.35,0.35,0.0,0.22,0.587,0.43,0.454
7293,0.34,0.34,0.34,0.0,0.17,0.544,0.414,0.438
7294,0.33,0.33,0.33,0.0,0.042,0.502,0.385,0.411
7295,0.34,0.34,0.34,0.0,0.013,0.461,0.355,0.375
7296,0.132,0.132,0.132,0.0,0.003,0.439,0.335,0.346
7297,0.094,0.094,0.094,0.0,0.0,0.422,0.325,0.311
7298,0.094,0.094,0.094,0.0,0.0,0.415,0.319,0.332
7299,0.094,0.094,0.094,0.0,0.0,0.411,0.316,0.307
7300,0.084,0.084,0.084,0.0,0.0,0.409,0.32,0.309
7301,0.094,0.094,0.094,0.0,0.002,0.412,0.33,0.321
7302,0.094,0.094,0.094,0.0,0.02,0.42,0.343,0.327
7303,0.048,0.048,0.048,0.448,0.096,0.43,0.354,0.32
7304,0.038,0.038,0.038,0.746,0.144,0.449,0.371,0.341
7305,0.048,0.048,0.048,0.777,0.109,0.482,0.387,0.367
7306,0.038,0.038,0.038,0.784,0.134,0.508,0.399,0.38
7307,0.066,0.066,0.066,0.781,0.119,0.528,0.407,0.387
7308,0.076,0.076,0.076,0.819,0.146,0.541,0.414,0.389
7309,0.066,0.066,0.066,0.806,0.042,0.544,0.425,0.389
7310,0.104,0.104,0.104,0.792,0.012,0.546,0.438,0.391
7311,0.264,0.264,0.264,0.755,0.064,0.544,0.448,0.392
7312,0.254,0.254,0.254,0.565,0.097,0.538,0.452,0.393
7313,0.5,0.5,0.5,0.0,0.166,0.527,0.456,0.409
7314,0.528,0.528,0.528,0.0,0.286,0.557,0.468,0.452
7315,0.518,0.518,0.518,0.0,0.295,0.554,0.449,0.455
7316,0.51,0.51,0.51,0.0,0.262,0.538,0.428,0.446
7317,0.5,0.5,0.5,0.0,0.372,0.51,0.407,0.431
7318,0.254,0.254,0.254,0.0,0.165,0.473,0.381,0.405
7319,0.264,0.264,0.264,0.0,0.069,0.448,0.354,0.374
7320,0.264,0.264,0.264,0.0,0.036,0.428,0.336,0.344
7321,0.264,0.264,0.264,0.0,0.063,0.391,0.33,0.361
7322,0.264,0.264,0.264,0.0,0.233,0.364,0.327,0.351
7323,0.254,0.254,0.254,0.0,0.244,0.336,0.325,0.341
7324,0.264,0.264,0.264,0.0,0.14,0.329,0.325,0.337
7325,0.264,0.264,0.264,0.0,0.322,0.335,0.328,0.335
7326,0.264,0.264,0.264,0.0,0.465,0.346,0.333,0.331
7327,0.264,0.264,0.264,0.428,0.709,0.344,0.337,0.337
7328,0.264,0.264,0.264,0.695,0.496,0.364,0.348,0.329
7329,0.274,0.274,0.274,0.815,0.84,0.403,0.357,0.342
7330,0.274,0.274,0.274,0.834,0.983,0.44,0.366,0.361
7331,0.274,0.274,0.274,0.83,0.999,0.463,0.372,0.377
7332,0.264,0.264,0.264,0.823,0.999,0.476,0.375,0.386
7333,0.274,0.274,0.274,0.819,0.992,0.489,0.38,0.39
7334,0.274,0.274,0.274,0.792,0.981,0.492,0.387,0.391
7335,0.274,0.274,0.274,0.722,0.935,0.496,0.392,0.394
7336,0.452,0.452,0.452,0.561,0.769,0.494,0.399,0.396
7337,0.622,0.622,0.622,0.0,0.873,0.499,0.414,0.397
7338,0.774,0.774,0.774,0.0,0.861,0.553,0.452,0.407
7339,0.754,0.754,0.754,0.0,0.432,0.567,0.445,0.452
7340,0.764,0.764,0.764,0.0,0.858,0.554,0.422,0.451
7341,0.736,0.736,0.736,0.0,0.77,0.538,0.395,0.445
7342,0.49,0.49,0.49,0.0,0.467,0.503,0.365,0.434
7343,0.32,0.32,0.32,0.0,0.494,0.46,0.341,0.416
7344,0.264,0.264,0.264,0.0,0.499,0.419,0.33,0.384
7345,0.246,0.246,0.246,0.0,0.583,0.388,0.327,0.352
7346,0.264,0.264,0.264,0.0,0.573,0.381,0.325,0.343
7347,0.254,0.254,0.254,0.0,0.386,0.374,0.324,0.338
7348,0.264,0.264,0.264,0.0,0.216,0.374,0.329,0.338
7349,0.264,0.264,0.264,0.0,0.171,0.388,0.347,0.345
7350,0.254,0.254,0.254,0.0,0.243,0.413,0.382,0.367
7351,0.264,0.264,0.264,0.419,0.264,0.468,0.392,0.37
7352,0.264,0.264,0.264,0.715,0.21,0.52,0.39,0.383
7353,0.254,0.254,0.254,0.784,0.142,0.554,0.391,0.399
7354,0.302,0.302,0.302,0.812,0.141,0.576,0.399,0.414
7355,0.518,0.518,0.518,0.808,0.246,0.592,0.407,0.421
7356,0.518,0.518,0.518,0.786,0.072,0.604,0.415,0.428
7357,0.518,0.518,0.518,0.781,0.014,0.608,0.424,0.431
7358,0.538,0.538,0.538,0.773,0.016,0.61,0.432,0.435
7359,0.518,0.518,0.518,0.737,0.019,0.612,0.438,0.436
7360,0.528,0.528,0.528,0.541,0.021,0.602,0.441,0.432
7361,0.528,0.528,0.528,0.0,0.039,0.599,0.45,0.44
7362,0.518,0.518,0.518,0.0,0.026,0.624,0.485,0.479
7363,0.518,0.518,0.518,0.0,0.025,0.62,0.471,0.476
7364,0.528,0.528,0.528,0.0,0.042,0.604,0.444,0.471
7365,0.51,0.51,0.51,0.0,0.026,0.582,0.417,0.459
7366,0.528,0.528,0.528,0.0,0.005,0.551,0.377,0.434
7367,0.518,0.518,0.518,0.0,0.0,0.495,0.348,0.405
7368,0.518,0.518,0.518,0.0,0.0,0.443,0.337,0.381
7369,0.274,0.274,0.274,0.0,0.0,0.405,0.332,0.363
7370,0.264,0.264,0.264,0.0,0.0,0.392,0.329,0.353
7371,0.264,0.264,0.264,0.0,0.0,0.381,0.328,0.348
7372,0.264,0.264,0.264,0.0,0.0,0.373,0.334,0.348
7373,0.264,0.264,0.264,0.0,0.001,0.381,0.354,0.355
7374,0.264,0.264,0.264,0.0,0.0,0.407,0.389,0.376
7375,0.264,0.264,0.264,0.442,0.002,0.473,0.398,0.376
7376,0.254,0.254,0.254,0.711,0.001,0.515,0.395,0.388
7377,0.264,0.264,0.264,0.786,0.009,0.555,0.394,0.402
7378,0.51,0.51,0.51,0.826,0.024,0.58,0.401,0.413
7379,0.518,0.518,0.518,0.837,0.008,0.595,0.404,0.422
7380,0.528,0.528,0.528,0.817,0.015,0.599,0.415,0.427
7381,0.51,0.51,0.51,0.788,0.028,0.601,0.422,0.429
7382,0.528,0.528,0.528,0.799,0.04,0.602,0.428,0.434
7383,0.518,0.518,0.518,0.742,0.049,0.599,0.437,0.433
7384,0.528,0.528,0.528,0.406,0.069,0.594,0.438,0.43
7385,0.518,0.518,0.518,0.0,0.081,0.584,0.443,0.44
7386,0.518,0.518,0.518,0.0,0.027,0.611,0.452,0.475
7387,0.528,0.528,0.528,0.0,0.033,0.597,0.43,0.462
7388,0.518,0.518,0.518,0.0,0.069,0.577,0.417,0.457
7389,0.518,0.518,0.518,0.0,0.028,0.56,0.406,0.448
7390,0.518,0.518,0.518,0.0,0.005,0.531,0.372,0.43
7391,0.518,0.518,0.518,0.0,0.02,0.482,0.346,0.402
7392,0.518,0.518,0.518,0.0,0.018,0.439,0.335,0.379
7393,0.274,0.274,0.274,0.0,0.035,0.408,0.33,0.36
7394,0.254,0.254,0.254,0.0,0.053,0.391,0.329,0.352
7395,0.246,0.246,0.246,0.0,0.09,0.382,0.327,0.347
7396,0.254,0.254,0.254,0.0,0.146,0.379,0.333,0.348
7397,0.254,0.254,0.254,0.0,0.237,0.394,0.353,0.356
7398,0.254,0.254,0.254,0.0,0.251,0.413,0.387,0.373
7399,0.254,0.254,0.254,0.437,0.237,0.466,0.398,0.376
7400,0.472,0.472,0.472,0.717,0.268,0.51,0.392,0.388
7401,0.51,0.51,0.51,0.751,0.301,0.552,0.39,0.397
7402,0.518,0.518,0.518,0.751,0.301,0.578,0.395,0.41
7403,0.528,0.528,0.528,0.748,0.183,0.594,0.401,0.414
7404,0.528,0.528,0.528,0.773,0.177,0.601,0.408,0.421
7405,0.528,0.528,0.528,0.742,0.142,0.608,0.416,0.422
7406,0.538,0.538,0.538,0.757,0.122,0.605,0.418,0.422
7407,0.528,0.528,0.528,0.751,0.09,0.609,0.423,0.42
7408,0.538,0.538,0.538,0.492,0.051,0.602,0.424,0.415
7409,0.528,0.528,0.528,0.0,0.03,0.598,0.439,0.432
7410,0.528,0.528,0.528,0.0,0.111,0.627,0.474,0.473
7411,0.538,0.538,0.538,0.0,0.158,0.622,0.459,0.475
7412,0.518,0.518,0.518,0.0,0.17,0.606,0.438,0.47
7413,0.33,0.33,0.33,0.0,0.121,0.587,0.413,0.457
7414,0.254,0.254,0.254,0.0,0.076,0.552,0.373,0.434
7415,0.274,0.274,0.274,0.0,0.072,0.513,0.346,0.406
7416,0.284,0.284,0.284,0.0,0.079,0.464,0.333,0.379
7417,0.254,0.254,0.254,0.0,0.072,0.42,0.33,0.36
7418,0.254,0.254,0.254,0.0,0.078,0.392,0.327,0.351
7419,0.264,0.264,0.264,0.0,0.068,0.375,0.327,0.345
7420,0.264,0.264,0.264,0.0,0.088,0.372,0.332,0.346
7421,0.264,0.264,0.264,0.0,0.098,0.379,0.352,0.354
7422,0.254,0.254,0.254,0.0,0.107,0.418,0.387,0.376
7423,0.264,0.264,0.264,0.291,0.076,0.472,0.396,0.381
7424,0.274,0.274,0.274,0.355,0.055,0.518,0.39,0.39
7425,0.452,0.452,0.452,0.664,0.048,0.553,0.387,0.398
7426,0.51,0.51,0.51,0.735,0.053,0.587,0.392,0.406
7427,0.528,0.528,0.528,0.715,0.063,0.605,0.396,0.412
7428,0.538,0.538,0.538,0.706,0.068,0.616,0.403,0.415
7429,0.518,0.518,0.518,0.642,0.064,0.621,0.409,0.397
7430,0.528,0.528,0.528,0.724,0.059,0.626,0.413,0.399
7431,0.518,0.518,0.518,0.711,0.051,0.625,0.42,0.402
7432,0.538,0.538,0.538,0.501,0.048,0.619,0.422,0.414
7433,0.518,0.518,0.518,0.0,0.04,0.613,0.439,0.426
7434,0.518,0.518,0.518,0.0,0.022,0.635,0.474,0.47
7435,0.528,0.528,0.528,0.0,0.025,0.63,0.459,0.472
7436,0.518,0.518,0.518,0.0,0.003,0.613,0.435,0.467
7437,0.518,0.518,0.518,0.0,0.0,0.594,0.411,0.455
7438,0.518,0.518,0.518,0.0,0.034,0.56,0.374,0.432
7439,0.254,0.254,0.254,0.0,0.051,0.513,0.345,0.409
7440,0.264,0.264,0.264,0.0,0.058,0.461,0.334,0.383
7441,0.254,0.254,0.254,0.0,0.045,0.417,0.329,0.364
7442,0.254,0.254,0.254,0.0,0.314,0.395,0.328,0.355
7443,0.264,0.264,0.264,0.0,0.494,0.38,0.327,0.35
7444,0.264,0.264,0.264,0.0,0.999,0.376,0.33,0.35
7445,0.254,0.254,0.254,0.0,0.976,0.38,0.351,0.358
7446,0.264,0.264,0.264,0.0,0.995,0.418,0.386,0.377
7447,0.254,0.254,0.254,0.4,0.876,0.475,0.397,0.376
7448,0.452,0.452,0.452,0.704,0.794,0.521,0.39,0.387
7449,0.518,0.518,0.518,0.775,0.771,0.56,0.389,0.397
7450,0.518,0.518,0.518,0.768,0.564,0.59,0.397,0.409
7451,0.518,0.518,0.518,0.656,0.349,0.603,0.4,0.421
7452,0.528,0.528,0.528,0.764,0.332,0.61,0.409,0.426
7453,0.528,0.528,0.528,0.801,0.189,0.612,0.419,0.422
7454,0.538,0.538,0.538,0.786,0.271,0.612,0.427,0.422
7455,0.518,0.518,0.518,0.731,0.225,0.61,0.433,0.42
7456,0.528,0.528,0.528,0.464,0.403,0.6,0.435,0.413
7457,0.528,0.528,0.528,0.0,0.284,0.597,0.446,0.426
7458,0.528,0.528,0.528,0.0,0.655,0.624,0.462,0.465
7459,0.386,0.386,0.386,0.0,0.802,0.615,0.442,0.463
7460,0.246,0.246,0.246,0.0,0.933,0.593,0.424,0.461
7461,0.254,0.254,0.254,0.0,0.899,0.576,0.402,0.449
7462,0.264,0.264,0.264,0.0,0.687,0.545,0.374,0.432
7463,0.254,0.254,0.254,0.0,0.817,0.502,0.349,0.412
7464,0.264,0.264,0.264,0.0,0.927,0.454,0.336,0.388
7465,0.114,0.114,0.114,0.0,0.988,0.421,0.329,0.355
7466,0.084,0.084,0.084,0.0,0.987,0.392,0.325,0.343
7467,0.076,0.076,0.076,0.0,0.993,0.371,0.325,0.336
7468,0.076,0.076,0.076,0.0,0.987,0.364,0.326,0.332
7469,0.076,0.076,0.076,0.0,0.992,0.358,0.33,0.333
7470,0.246,0.246,0.246,0.0,0.987,0.373,0.339,0.341
7471,0.264,0.264,0.264,0.393,0.98,0.387,0.345,0.328
7472,0.264,0.264,0.264,0.673,0.977,0.417,0.357,0.33
7473,0.254,0.254,0.254,0.759,0.958,0.467,0.367,0.349
7474,0.264,0.264,0.264,0.773,0.931,0.509,0.377,0.366
7475,0.264,0.264,0.264,0.773,0.804,0.534,0.382,0.38
7476,0.264,0.264,0.264,0.801,0.508,0.544,0.39,0.399
7477,0.254,0.254,0.254,0.801,0.572,0.55,0.397,0.4
7478,0.264,0.264,0.264,0.779,0.672,0.547,0.404,0.401
7479,0.264,0.264,0.264,0.722,0.682,0.542,0.409,0.399
7480,0.284,0.284,0.284,0.494,0.356,0.537,0.414,0.4
7481,0.518,0.518,0.518,0.0,0.21,0.537,0.426,0.415
7482,0.528,0.528,0.528,0.0,0.456,0.584,0.447,0.455
7483,0.51,0.51,0.51,0.0,0.98,0.583,0.428,0.452
7484,0.528,0.528,0.528,0.0,0.95,0.566,0.408,0.44
7485,0.34,0.34,0.34,0.0,0.915,0.55,0.389,0.432
7486,0.264,0.264,0.264,0.0,0.958,0.519,0.365,0.419
7487,0.264,0.264,0.264,0.0,0.989,0.48,0.344,0.405
7488,0.254,0.254,0.254,0.0,0.989,0.439,0.334,0.382
7489,0.094,0.094,0.094,0.0,0.991,0.397,0.327,0.361
7490,0.076,0.076,0.076,0.0,0.993,0.37,0.324,0.349
7491,0.076,0.076,0.076,0.0,0.989,0.348,0.323,0.34
7492,0.076,0.076,0.076,0.0,0.983,0.334,0.323,0.337
7493,0.076,0.076,0.076,0.0,0.984,0.335,0.326,0.336
7494,0.094,0.094,0.094,0.0,0.986,0.342,0.332,0.341
7495,0.264,0.264,0.264,0.373,0.987,0.342,0.336,0.328
7496,0.264,0.264,0.264,0.702,0.997,0.362,0.347,0.331
7497,0.264,0.264,0.264,0.768,0.989,0.408,0.355,0.349
7498,0.264,0.264,0.264,0.808,0.981,0.453,0.366,0.368
7499,0.264,0.264,0.264,0.83,0.837,0.486,0.371,0.383
7500,0.378,0.378,0.378,0.792,0.645,0.506,0.379,0.39
7501,0.518,0.518,0.518,0.784,0.7,0.522,0.389,0.392
7502,0.51,0.51,0.51,0.766,0.56,0.529,0.398,0.393
7503,0.528,0.528,0.528,0.724,0.277,0.535,0.404,0.391
7504,0.528,0.528,0.528,0.49,0.221,0.531,0.41,0.39
7505,0.528,0.528,0.528,0.0,0.164,0.533,0.43,0.408
7506,0.528,0.528,0.528,0.0,0.562,0.577,0.462,0.455
7507,0.518,0.518,0.518,0.0,0.529,0.583,0.449,0.451
7508,0.528,0.528,0.528,0.0,0.501,0.572,0.424,0.44
7509,0.528,0.528,0.528,0.0,0.314,0.553,0.396,0.422
7510,0.292,0.292,0.292,0.0,0.548,0.523,0.364,0.402
7511,0.264,0.264,0.264,0.0,0.91,0.48,0.339,0.382
7512,0.264,0.264,0.264,0.0,0.97,0.43,0.33,0.36
7513,0.254,0.254,0.254,0.0,0.985,0.391,0.325,0.344
7514,0.264,0.264,0.264,0.0,0.98,0.368,0.323,0.333
7515,0.264,0.264,0.264,0.0,0.987,0.359,0.323,0.328
7516,0.254,0.254,0.254,0.0,0.9,0.355,0.328,0.326
7517,0.264,0.264,0.264,0.0,0.483,0.372,0.345,0.334
7518,0.264,0.264,0.264,0.0,0.398,0.418,0.383,0.355
7519,0.264,0.264,0.264,0.373,0.671,0.47,0.393,0.359
7520,0.264,0.264,0.264,0.678,0.744,0.523,0.393,0.37
7521,0.254,0.254,0.254,0.759,0.8,0.574,0.396,0.385
7522,0.264,0.264,0.264,0.826,0.812,0.613,0.406,0.401
7523,0.416,0.416,0.416,0.845,0.905,0.641,0.416,0.417
7524,0.528,0.528,0.528,0.83,0.994,0.661,0.43,0.423
7525,0.538,0.538,0.538,0.823,0.99,0.671,0.443,0.433
7526,0.548,0.548,0.548,0.781,0.995,0.679,0.459,0.433
7527,0.528,0.528,0.528,0.713,0.996,0.682,0.467,0.438
7528,0.528,0.528,0.528,0.488,0.988,0.677,0.472,0.434
7529,0.528,0.528,0.528,0.0,0.993,0.669,0.482,0.447
7530,0.538,0.538,0.538,0.0,0.976,0.679,0.512,0.486
7531,0.538,0.538,0.538,0.0,0.992,0.67,0.481,0.479
7532,0.518,0.518,0.518,0.0,0.939,0.649,0.458,0.468
7533,0.528,0.528,0.528,0.0,0.993,0.628,0.422,0.451
7534,0.35,0.35,0.35,0.0,1.0,0.594,0.378,0.426
7535,0.264,0.264,0.264,0.0,1.0,0.543,0.348,0.402
7536,0.264,0.264,0.264,0.0,1.0,0.488,0.334,0.377
7537,0.264,0.264,0.264,0.0,1.0,0.445,0.329,0.356
7538,0.264,0.264,0.264,0.0,1.0,0.416,0.326,0.347
7539,0.264,0.264,0.264,0.0,1.0,0.398,0.326,0.341
7540,0.264,0.264,0.264,0.0,0.996,0.391,0.33,0.338
7541,0.264,0.264,0.264,0.0,0.983,0.396,0.35,0.343
7542,0.264,0.264,0.264,0.0,0.987,0.436,0.384,0.364
7543,0.264,0.264,0.264,0.362,0.93,0.493,0.391,0.367
7544,0.254,0.254,0.254,0.702,0.895,0.545,0.389,0.38
7545,0.302,0.302,0.302,0.77,0.833,0.594,0.393,0.395
7546,0.528,0.528,0.528,0.819,0.45,0.634,0.411,0.405
7547,0.518,0.518,0.518,0.764,0.701,0.662,0.423,0.419
7548,0.528,0.528,0.528,0.759,0.744,0.68,0.444,0.43
7549,0.528,0.528,0.528,0.731,0.229,0.69,0.467,0.436
7550,0.51,0.51,0.51,0.717,0.541,0.695,0.483,0.444
7551,0.528,0.528,0.528,0.7,0.663,0.696,0.491,0.458
7552,0.528,0.528,0.528,0.468,0.701,0.69,0.496,0.454
7553,0.518,0.518,0.518,0.0,0.84,0.682,0.499,0.459
7554,0.528,0.528,0.528,0.0,0.934,0.686,0.527,0.493
7555,0.528,0.528,0.528,0.0,0.959,0.674,0.499,0.486
7556,0.518,0.518,0.518,0.0,0.975,0.653,0.468,0.476
7557,0.518,0.518,0.518,0.0,0.897,0.629,0.432,0.458
7558,0.528,0.528,0.528,0.0,0.979,0.596,0.387,0.435
7559,0.51,0.51,0.51,0.0,0.953,0.545,0.35,0.409
7560,0.33,0.33,0.33,0.0,0.951,0.487,0.337,0.383
7561,0.264,0.264,0.264,0.0,0.726,0.443,0.331,0.361
7562,0.264,0.264,0.264,0.0,0.366,0.408,0.327,0.349
7563,0.254,0.254,0.254,0.0,0.342,0.387,0.326,0.343
7564,0.264,0.264,0.264,0.0,0.459,0.379,0.33,0.342
7565,0.254,0.254,0.254,0.0,0.399,0.388,0.348,0.35
7566,0.264,0.264,0.264,0.0,0.195,0.431,0.386,0.37
7567,0.264,0.264,0.264,0.364,0.227,0.482,0.395,0.371
7568,0.254,0.254,0.254,0.695,0.291,0.53,0.391,0.382
7569,0.406,0.406,0.406,0.797,0.44,0.581,0.397,0.394
7570,0.518,0.518,0.518,0.828,0.329,0.617,0.41,0.41
7571,0.528,0.528,0.528,0.845,0.082,0.641,0.424,0.426
7572,0.518,0.518,0.518,0.848,0.33,0.656,0.44,0.439
7573,0.528,0.528,0.528,0.812,0.166,0.664,0.459,0.447
7574,0.528,0.528,0.528,0.799,0.04,0.668,0.478,0.45
7575,0.518,0.518,0.518,0.68,0.062,0.667,0.493,0.45
7576,0.528,0.528,0.528,0.481,0.036,0.661,0.5,0.452
7577,0.51,0.51,0.51,0.0,0.049,0.646,0.501,0.461
7578,0.528,0.528,0.528,0.0,0.29,0.661,0.522,0.498
7579,0.528,0.528,0.528,0.0,0.38,0.646,0.493,0.494
7580,0.518,0.518,0.518,0.0,0.086,0.627,0.461,0.482
7581,0.528,0.528,0.528,0.0,0.209,0.608,0.43,0.467
7582,0.32,0.32,0.32,0.0,0.413,0.576,0.384,0.445
7583,0.264,0.264,0.264,0.0,0.401,0.527,0.349,0.42
7584,0.264,0.264,0.264,0.0,0.261,0.472,0.337,0.393
7585,0.264,0.264,0.264,0.0,0.07,0.427,0.33,0.374
7586,0.264,0.264,0.264,0.0,0.144,0.4,0.327,0.359
7587,0.254,0.254,0.254,0.0,0.148,0.381,0.326,0.351
7588,0.264,0.264,0.264,0.0,0.343,0.373,0.33,0.348
7589,0.264,0.264,0.264,0.0,0.26,0.381,0.348,0.352
7590,0.254,0.254,0.254,0.0,0.25,0.42,0.384,0.371
7591,0.264,0.264,0.264,0.36,0.314,0.475,0.393,0.371
7592,0.264,0.264,0.264,0.74,0.292,0.521,0.392,0.386
7593,0.264,0.264,0.264,0.879,0.173,0.562,0.398,0.408
7594,0.51,0.51,0.51,0.863,0.135,0.594,0.409,0.425
7595,0.528,0.528,0.528,0.865,0.007,0.615,0.417,0.438
7596,0.528,0.528,0.528,0.859,0.004,0.628,0.431,0.444
7597,0.518,0.518,0.518,0.839,0.001,0.631,0.44,0.447
7598,0.528,0.528,0.528,0.799,0.042,0.633,0.451,0.444
7599,0.518,0.518,0.518,0.717,0.074,0.636,0.457,0.446
7600,0.528,0.528,0.528,0.497,0.055,0.622,0.458,0.439
7601,0.528,0.528,0.528,0.0,0.114,0.613,0.465,0.447
7602,0.518,0.518,0.518,0.0,0.076,0.641,0.49,0.483
7603,0.528,0.528,0.528,0.0,0.463,0.633,0.468,0.477
7604,0.518,0.518,0.518,0.0,0.613,0.613,0.437,0.464
7605,0.518,0.518,0.518,0.0,0.831,0.588,0.416,0.45
7606,0.34,0.34,0.34,0.0,0.891,0.555,0.379,0.429
7607,0.32,0.32,0.32,0.0,0.858,0.508,0.35,0.41
7608,0.264,0.264,0.264,0.0,0.698,0.451,0.336,0.383
7609,0.264,0.264,0.264,0.0,0.336,0.412,0.331,0.365
7610,0.264,0.264,0.264,0.0,0.302,0.382,0.328,0.353
7611,0.264,0.264,0.264,0.0,0.51,0.365,0.328,0.344
7612,0.264,0.264,0.264,0.0,0.588,0.358,0.332,0.345
7613,0.264,0.264,0.264,0.0,0.636,0.365,0.344,0.348
7614,0.254,0.254,0.254,0.0,0.423,0.401,0.37,0.362
7615,0.264,0.264,0.264,0.358,0.437,0.444,0.376,0.355
7616,0.264,0.264,0.264,0.72,0.353,0.485,0.385,0.363
7617,0.264,0.264,0.264,0.804,0.249,0.538,0.389,0.379
7618,0.254,0.254,0.254,0.857,0.472,0.572,0.397,0.394
7619,0.302,0.302,0.302,0.876,0.297,0.595,0.401,0.406
7620,0.424,0.424,0.424,0.874,0.278,0.608,0.408,0.409
7621,0.518,0.518,0.518,0.841,0.218,0.614,0.416,0.412
7622,0.528,0.528,0.528,0.828,0.028,0.616,0.422,0.411
7623,0.518,0.518,0.518,0.77,0.012,0.619,0.428,0.409
7624,0.518,0.518,0.518,0.486,0.468,0.611,0.428,0.407
7625,0.518,0.518,0.518,0.0,0.757,0.608,0.439,0.422
7626,0.528,0.528,0.528,0.0,0.823,0.63,0.455,0.46
7627,0.528,0.528,0.528,0.0,0.803,0.614,0.433,0.452
7628,0.472,0.472,0.472,0.0,0.788,0.592,0.416,0.445
7629,0.254,0.254,0.254,0.0,0.695,0.575,0.397,0.433
7630,0.254,0.254,0.254,0.0,0.44,0.543,0.372,0.42
7631,0.15,0.15,0.15,0.0,0.78,0.502,0.349,0.405
7632,0.254,0.254,0.254,0.0,0.62,0.453,0.338,0.387
7633,0.104,0.104,0.104,0.0,0.696,0.414,0.33,0.369
