timestep,Hydro 01_inflow,Hydro 02_inflow,Hydro 03_inflow,Hydro 04_inflow,Hydro 05_inflow,Hydro 06_inflow,Hydro 07_inflow,Hydro 08_inflow,Hydro 09_inflow,Hydro 10_inflow,Hydro 11_inflow,Hydro 12_inflow,Hydro 13_inflow,Hydro 14_inflow,Hydro 15_inflow,Hydro 16,Hydro 17,Hydro 18,Hydro 19,Hydro 20,Hydro 21,Hydro 22,Hydro 23,Hydro 24,Hydro 25,Hydro 26,Hydro 27,Hydro 28,Hydro 29,Hydro 30,Hydro 31,Hydro 32,Hydro 33,Hydro 34,Hydro 35,Hydro 36,Hydro 37,Hydro 38,Hydro 39,Hydro 40,Hydro 41,Hydro 42,Hydro 43,Solar 01,Solar 02,Solar 03,Solar 04,Solar 05,Solar 06,Solar 07,Solar 08,Solar 09,Solar 10,Solar 11,Solar 12,Solar 13,Solar 14,Solar 15,Solar 16,Solar 17,Solar 18,Solar 19,Solar 20,Solar 21,Solar 22,Solar 23,Solar 24,Solar 25,Solar 26,Solar 27,Solar 28,Solar 29,Solar 30,Solar 31,Solar 32,Solar 33,Solar 34,Solar 35,Solar 36,Solar 37,Solar 38,Solar 39,Solar 40,Solar 41,Solar 42,Solar 43,Solar 44,Solar 45,Solar 46,Solar 47,Solar 48,Solar 49,Solar 50,Solar 51,Solar 52,Solar 53,Solar 54,Solar 55,Solar 56,Solar 57,Solar 58,Solar 59,Solar 60,Solar 61,Solar 62,Solar 63,Solar 64,Solar 65,Solar 66,Solar 67,Solar 68,Solar 69,Solar 70,Solar 71,Solar 72,Solar 73,Solar 74,Solar 75,Wind 01,Wind 02,Wind 03,Wind 04,Wind 05,Wind 06,Wind 07,Wind 08,Wind 09,Wind 10,Wind 11,Wind 12,Wind 13,Wind 14,Wind 15,Wind 16,Wind 17,bus070_Demand,bus031_Demand,bus048_Demand,bus055_Demand,bus004_Demand,bus104_Demand,bus043_Demand,bus074_Demand,bus017_Demand,bus076_Demand,bus040_Demand,bus064_Demand,bus114_Demand,bus032_Demand,bus054_Demand,bus021_Demand,bus116_Demand,bus091_Demand,bus096_Demand,bus037_Demand,bus016_Demand,bus112_Demand,bus012_Demand,bus022_Demand,bus045_Demand,bus067_Demand,bus009_Demand,bus058_Demand,bus003_Demand,bus051_Demand,bus056_Demand,bus099_Demand,bus100_Demand,bus105_Demand,bus109_Demand,bus110_Demand,bus019_Demand,bus039_Demand,bus084_Demand,bus081_Demand,bus036_Demand,bus089_Demand,bus063_Demand,bus098_Demand,bus046_Demand,bus006_Demand,bus052_Demand,bus065_Demand,bus010_Demand,bus028_Demand,bus073_Demand,bus034_Demand,bus115_Demand,bus068_Demand,bus020_Demand,bus044_Demand,bus072_Demand,bus086_Demand,bus033_Demand,bus079_Demand,bus062_Demand,bus087_Demand,bus001_Demand,bus029_Demand,bus101_Demand,bus102_Demand,bus090_Demand,bus053_Demand,bus013_Demand,bus083_Demand,bus097_Demand,bus041_Demand,bus005_Demand,bus078_Demand,bus093_Demand,bus038_Demand,bus002_Demand,bus103_Demand,bus049_Demand,bus082_Demand,bus094_Demand,bus117_Demand,bus018_Demand,bus023_Demand,bus080_Demand,bus092_Demand,bus015_Demand,bus057_Demand,bus011_Demand,bus108_Demand,bus085_Demand,bus008_Demand,bus075_Demand,bus077_Demand,bus042_Demand,bus024_Demand,bus025_Demand,bus030_Demand,bus088_Demand,bus106_Demand,bus014_Demand,bus047_Demand,bus095_Demand,bus111_Demand,bus061_Demand,bus118_Demand,bus066_Demand,bus069_Demand,bus113_Demand,bus027_Demand,bus071_Demand,bus035_Demand,bus060_Demand,bus007_Demand,bus026_Demand,bus107_Demand,bus050_Demand,bus059_Demand
11,0.434,0.434,0.408,0.408,0.464,0.185,0.185,0.185,0.185,0.185,0.067,0.067,0.743,0.292,0.292,0.221,0.221,0.221,0.005,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.221,0.221,0.221,0.003,0.003,0.221,0.047,0.047,0.0,0.0,0.015,0.026,0.026,0.027,0.058,0.675,0.105,0.679,0.664,0.502,0.688,0.678,0.678,0.0,0.679,0.676,0.69,0.678,0.678,0.607,0.678,0.678,0.678,0.0,0.678,0.393,0.687,0.676,0.678,0.676,0.586,0.394,0.393,0.859,0.789,0.878,0.823,0.865,0.835,0.093,0.864,0.934,0.718,0.718,0.718,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.655,0.706,0.679,0.706,0.68,0.706,0.712,0.711,0.706,0.706,0.644,0.679,0.786,0.695,0.814,1.0,0.672,0.489,0.814,0.818,0.707,0.82,0.874,0.775,1.0,1.0,0.741,0.278,0.619,0.476,0.396,0.89,0.151,0.361,0.92,0.863,0.871,0.506,0.127,0.114,0.012,0.146,0.001,0.106,0.407,0.669,0.407,0.407,0.669,0.55,0.407,0.407,0.669,0.407,0.669,0.407,0.55,0.669,0.407,0.669,0.55,0.55,0.55,0.669,0.669,0.55,0.669,0.669,0.407,0.407,0.669,0.407,0.669,0.407,0.407,0.55,0.55,0.55,0.55,0.55,0.669,0.669,0.407,0.407,0.669,0.407,0.407,0.55,0.407,0.669,0.407,0.407,0.669,0.669,0.407,0.669,0.55,0.407,0.669,0.407,0.407,0.407,0.669,0.407,0.407,0.407,0.669,0.669,0.55,0.55,0.407,0.407,0.669,0.407,0.55,0.669,0.669,0.407,0.55,0.669,0.669,0.55,0.407,0.407,0.55,0.55,0.669,0.669,0.407,0.55,0.669,0.407,0.669,0.55,0.407,0.669,0.407,0.407,0.669,0.669,0.669,0.669,0.407,0.55,0.669,0.407,0.55,0.55,0.407,0.55,0.407,0.407,0.55,0.669,0.407,0.669,0.407,0.669,0.669,0.55,0.407,0.407
12,0.434,0.434,0.408,0.408,0.464,0.185,0.185,0.185,0.185,0.185,0.067,0.067,0.743,0.292,0.292,0.221,0.221,0.221,0.005,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.221,0.221,0.221,0.003,0.003,0.221,0.047,0.047,0.0,0.0,0.016,0.026,0.026,0.029,0.088,0.74,0.0,0.858,0.84,0.688,0.869,0.857,0.857,0.027,0.859,0.855,0.872,0.857,0.857,0.673,0.858,0.857,0.857,0.027,0.857,0.057,0.868,0.855,0.857,0.855,0.705,0.057,0.057,0.952,0.959,0.988,0.895,0.922,0.946,0.022,0.932,1.0,0.728,0.728,0.728,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.707,0.716,0.766,0.716,0.766,0.716,0.803,0.803,0.716,0.716,0.702,0.766,0.419,0.788,0.803,1.0,0.663,0.679,0.803,0.864,0.826,0.9,0.947,0.806,1.0,0.875,0.354,0.263,0.616,0.487,0.411,0.888,0.132,0.35,0.919,0.862,0.869,0.501,0.109,0.099,0.011,0.147,0.0,0.114,0.411,0.673,0.411,0.411,0.673,0.56,0.411,0.411,0.673,0.411,0.673,0.411,0.56,0.673,0.411,0.673,0.56,0.56,0.56,0.673,0.673,0.56,0.673,0.673,0.411,0.411,0.673,0.411,0.673,0.411,0.411,0.56,0.56,0.56,0.56,0.56,0.673,0.673,0.411,0.411,0.673,0.411,0.411,0.56,0.411,0.673,0.411,0.411,0.673,0.673,0.411,0.673,0.56,0.411,0.673,0.411,0.411,0.411,0.673,0.411,0.411,0.411,0.673,0.673,0.56,0.56,0.411,0.411,0.673,0.411,0.56,0.673,0.673,0.411,0.56,0.673,0.673,0.56,0.411,0.411,0.56,0.56,0.673,0.673,0.411,0.56,0.673,0.411,0.673,0.56,0.411,0.673,0.411,0.411,0.673,0.673,0.673,0.673,0.411,0.56,0.673,0.411,0.56,0.56,0.411,0.56,0.411,0.411,0.56,0.673,0.411,0.673,0.411,0.673,0.673,0.56,0.411,0.411
13,0.434,0.434,0.408,0.408,0.464,0.185,0.185,0.185,0.185,0.185,0.067,0.067,0.743,0.292,0.292,0.221,0.221,0.221,0.005,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.221,0.221,0.221,0.002,0.002,0.221,0.047,0.047,0.0,0.0,0.016,0.026,0.026,0.03,0.127,0.711,0.222,0.847,0.83,0.651,0.859,0.847,0.847,0.0,0.848,0.844,0.861,0.847,0.847,0.668,0.847,0.847,0.847,0.0,0.846,0.0,0.857,0.844,0.846,0.845,0.637,0.0,0.0,0.945,0.946,0.967,0.892,0.98,0.951,0.052,0.925,1.0,0.741,0.741,0.741,0.716,0.716,0.716,0.716,0.716,0.716,0.716,0.702,0.729,0.746,0.729,0.746,0.729,0.786,0.786,0.73,0.729,0.749,0.746,0.261,0.611,0.823,1.0,0.68,0.948,0.823,0.859,0.894,0.851,0.915,0.841,0.807,0.965,0.139,0.272,0.613,0.5,0.424,0.887,0.137,0.357,0.918,0.862,0.869,0.503,0.128,0.102,0.01,0.146,0.0,0.128,0.408,0.672,0.408,0.408,0.672,0.563,0.408,0.408,0.672,0.408,0.672,0.408,0.563,0.672,0.408,0.672,0.563,0.563,0.563,0.672,0.672,0.563,0.672,0.672,0.408,0.408,0.672,0.408,0.672,0.408,0.408,0.563,0.563,0.563,0.563,0.563,0.672,0.672,0.408,0.408,0.672,0.408,0.408,0.563,0.408,0.672,0.408,0.408,0.672,0.672,0.408,0.672,0.563,0.408,0.672,0.408,0.408,0.408,0.672,0.408,0.408,0.408,0.672,0.672,0.563,0.563,0.408,0.408,0.672,0.408,0.563,0.672,0.672,0.408,0.563,0.672,0.672,0.563,0.408,0.408,0.563,0.563,0.672,0.672,0.408,0.563,0.672,0.408,0.672,0.563,0.408,0.672,0.408,0.408,0.672,0.672,0.672,0.672,0.408,0.563,0.672,0.408,0.563,0.563,0.408,0.563,0.408,0.408,0.563,0.672,0.408,0.672,0.408,0.672,0.672,0.563,0.408,0.408
14,0.434,0.434,0.408,0.408,0.464,0.185,0.185,0.185,0.185,0.185,0.067,0.067,0.743,0.292,0.292,0.222,0.222,0.222,0.005,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.222,0.222,0.222,0.002,0.002,0.222,0.047,0.047,0.0,0.0,0.021,0.026,0.026,0.039,0.052,0.609,0.195,0.813,0.796,0.363,0.824,0.813,0.813,0.0,0.814,0.81,0.827,0.813,0.813,0.608,0.813,0.813,0.813,0.0,0.813,0.019,0.823,0.811,0.812,0.811,0.507,0.019,0.019,0.859,0.852,0.836,0.789,0.868,0.881,0.257,0.877,0.928,0.672,0.672,0.672,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.665,0.661,0.693,0.661,0.693,0.661,0.707,0.707,0.661,0.661,0.623,0.693,0.35,0.509,0.841,1.0,0.694,0.826,0.841,0.75,0.881,0.807,0.821,0.664,0.645,0.583,0.504,0.3,0.61,0.512,0.434,0.885,0.164,0.38,0.918,0.862,0.869,0.511,0.181,0.12,0.01,0.143,0.0,0.147,0.403,0.671,0.403,0.403,0.671,0.567,0.403,0.403,0.671,0.403,0.671,0.403,0.567,0.671,0.403,0.671,0.567,0.567,0.567,0.671,0.671,0.567,0.671,0.671,0.403,0.403,0.671,0.403,0.671,0.403,0.403,0.567,0.567,0.567,0.567,0.567,0.671,0.671,0.403,0.403,0.671,0.403,0.403,0.567,0.403,0.671,0.403,0.403,0.671,0.671,0.403,0.671,0.567,0.403,0.671,0.403,0.403,0.403,0.671,0.403,0.403,0.403,0.671,0.671,0.567,0.567,0.403,0.403,0.671,0.403,0.567,0.671,0.671,0.403,0.567,0.671,0.671,0.567,0.403,0.403,0.567,0.567,0.671,0.671,0.403,0.567,0.671,0.403,0.671,0.567,0.403,0.671,0.403,0.403,0.671,0.671,0.671,0.671,0.403,0.567,0.671,0.403,0.567,0.567,0.403,0.567,0.403,0.403,0.567,0.671,0.403,0.671,0.403,0.671,0.671,0.567,0.403,0.403
15,0.434,0.434,0.408,0.408,0.464,0.185,0.185,0.185,0.185,0.185,0.067,0.067,0.743,0.292,0.292,0.223,0.223,0.223,0.005,0.001,0.001,0.001,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.223,0.223,0.223,0.002,0.002,0.223,0.047,0.047,0.0,0.0,0.025,0.026,0.026,0.045,0.074,0.492,0.163,0.673,0.659,0.26,0.682,0.672,0.672,0.0,0.673,0.67,0.684,0.672,0.672,0.427,0.673,0.672,0.672,0.0,0.672,0.0,0.681,0.671,0.672,0.671,0.441,0.0,0.0,0.604,0.617,0.644,0.627,0.647,0.738,0.0,0.622,0.683,0.574,0.574,0.574,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.472,0.565,0.572,0.565,0.572,0.565,0.52,0.52,0.565,0.565,0.467,0.572,0.176,0.501,0.582,0.779,0.481,0.75,0.582,0.615,0.689,0.572,0.717,0.639,0.783,0.674,0.37,0.34,0.608,0.52,0.44,0.884,0.205,0.414,0.919,0.862,0.869,0.522,0.255,0.15,0.01,0.139,0.0,0.169,0.4,0.677,0.4,0.4,0.677,0.567,0.4,0.4,0.677,0.4,0.677,0.4,0.567,0.677,0.4,0.677,0.567,0.567,0.567,0.677,0.677,0.567,0.677,0.677,0.4,0.4,0.677,0.4,0.677,0.4,0.4,0.567,0.567,0.567,0.567,0.567,0.677,0.677,0.4,0.4,0.677,0.4,0.4,0.567,0.4,0.677,0.4,0.4,0.677,0.677,0.4,0.677,0.567,0.4,0.677,0.4,0.4,0.4,0.677,0.4,0.4,0.4,0.677,0.677,0.567,0.567,0.4,0.4,0.677,0.4,0.567,0.677,0.677,0.4,0.567,0.677,0.677,0.567,0.4,0.4,0.567,0.567,0.677,0.677,0.4,0.567,0.677,0.4,0.677,0.567,0.4,0.677,0.4,0.4,0.677,0.677,0.677,0.677,0.4,0.567,0.677,0.4,0.567,0.567,0.4,0.567,0.4,0.4,0.567,0.677,0.4,0.677,0.4,0.677,0.677,0.567,0.4,0.4
16,0.434,0.434,0.408,0.408,0.464,0.185,0.185,0.185,0.185,0.185,0.067,0.067,0.743,0.292,0.292,0.224,0.224,0.224,0.005,0.016,0.016,0.016,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.224,0.224,0.224,0.002,0.002,0.224,0.047,0.047,0.0,0.0,0.025,0.026,0.026,0.046,0.109,0.336,0.215,0.464,0.455,0.192,0.47,0.464,0.464,0.0,0.465,0.463,0.472,0.464,0.464,0.141,0.464,0.464,0.464,0.0,0.464,0.054,0.47,0.463,0.464,0.463,0.258,0.054,0.054,0.2,0.472,0.414,0.402,0.435,0.499,0.021,0.428,0.454,0.364,0.364,0.364,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.325,0.358,0.359,0.358,0.359,0.358,0.346,0.346,0.358,0.358,0.316,0.359,0.087,0.149,0.503,0.673,0.416,0.817,0.503,0.582,0.438,0.541,0.594,0.641,0.674,0.285,0.062,0.385,0.606,0.522,0.438,0.883,0.253,0.451,0.918,0.861,0.868,0.535,0.338,0.187,0.01,0.134,0.0,0.191,0.396,0.684,0.396,0.396,0.684,0.568,0.396,0.396,0.684,0.396,0.684,0.396,0.568,0.684,0.396,0.684,0.568,0.568,0.568,0.684,0.684,0.568,0.684,0.684,0.396,0.396,0.684,0.396,0.684,0.396,0.396,0.568,0.568,0.568,0.568,0.568,0.684,0.684,0.396,0.396,0.684,0.396,0.396,0.568,0.396,0.684,0.396,0.396,0.684,0.684,0.396,0.684,0.568,0.396,0.684,0.396,0.396,0.396,0.684,0.396,0.396,0.396,0.684,0.684,0.568,0.568,0.396,0.396,0.684,0.396,0.568,0.684,0.684,0.396,0.568,0.684,0.684,0.568,0.396,0.396,0.568,0.568,0.684,0.684,0.396,0.568,0.684,0.396,0.684,0.568,0.396,0.684,0.396,0.396,0.684,0.684,0.684,0.684,0.396,0.568,0.684,0.396,0.568,0.568,0.396,0.568,0.396,0.396,0.568,0.684,0.396,0.684,0.396,0.684,0.684,0.568,0.396,0.396
17,0.434,0.434,0.408,0.408,0.464,0.185,0.185,0.185,0.185,0.185,0.067,0.067,0.743,0.292,0.292,0.222,0.222,0.222,0.005,0.02,0.02,0.02,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.222,0.222,0.222,0.003,0.003,0.222,0.047,0.047,0.0,0.0,0.025,0.026,0.026,0.045,0.028,0.093,0.032,0.238,0.233,0.007,0.241,0.238,0.238,0.027,0.238,0.237,0.242,0.238,0.238,0.007,0.238,0.238,0.238,0.027,0.238,0.027,0.241,0.237,0.238,0.237,0.02,0.027,0.027,0.01,0.203,0.124,0.17,0.193,0.205,0.0,0.097,0.241,0.119,0.119,0.119,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.074,0.117,0.193,0.117,0.193,0.117,0.183,0.183,0.118,0.118,0.089,0.193,0.08,0.092,0.375,0.502,0.31,0.468,0.375,0.289,0.19,0.115,0.3,0.296,0.15,0.021,0.018,0.425,0.605,0.513,0.427,0.881,0.299,0.485,0.917,0.86,0.867,0.547,0.418,0.226,0.01,0.13,0.001,0.212,0.416,0.741,0.416,0.416,0.741,0.614,0.416,0.416,0.741,0.416,0.741,0.416,0.614,0.741,0.416,0.741,0.614,0.614,0.614,0.741,0.741,0.614,0.741,0.741,0.416,0.416,0.741,0.416,0.741,0.416,0.416,0.614,0.614,0.614,0.614,0.614,0.741,0.741,0.416,0.416,0.741,0.416,0.416,0.614,0.416,0.741,0.416,0.416,0.741,0.741,0.416,0.741,0.614,0.416,0.741,0.416,0.416,0.416,0.741,0.416,0.416,0.416,0.741,0.741,0.614,0.614,0.416,0.416,0.741,0.416,0.614,0.741,0.741,0.416,0.614,0.741,0.741,0.614,0.416,0.416,0.614,0.614,0.741,0.741,0.416,0.614,0.741,0.416,0.741,0.614,0.416,0.741,0.416,0.416,0.741,0.741,0.741,0.741,0.416,0.614,0.741,0.416,0.614,0.614,0.416,0.614,0.416,0.416,0.614,0.741,0.416,0.741,0.416,0.741,0.741,0.614,0.416,0.416
18,0.434,0.434,0.408,0.408,0.464,0.185,0.185,0.185,0.185,0.185,0.067,0.067,0.743,0.292,0.292,0.22,0.22,0.22,0.007,0.019,0.019,0.019,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.22,0.22,0.221,0.004,0.004,0.221,0.047,0.047,0.0,0.0,0.038,0.026,0.026,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.454,0.605,0.493,0.405,0.879,0.337,0.509,0.914,0.857,0.865,0.556,0.481,0.262,0.011,0.127,0.001,0.229,0.497,0.792,0.497,0.497,0.792,0.755,0.497,0.497,0.792,0.497,0.792,0.497,0.755,0.792,0.497,0.792,0.755,0.755,0.755,0.792,0.792,0.755,0.792,0.792,0.497,0.497,0.792,0.497,0.792,0.497,0.497,0.755,0.755,0.755,0.755,0.755,0.792,0.792,0.497,0.497,0.792,0.497,0.497,0.755,0.497,0.792,0.497,0.497,0.792,0.792,0.497,0.792,0.755,0.497,0.792,0.497,0.497,0.497,0.792,0.497,0.497,0.497,0.792,0.792,0.755,0.755,0.497,0.497,0.792,0.497,0.755,0.792,0.792,0.497,0.755,0.792,0.792,0.755,0.497,0.497,0.755,0.755,0.792,0.792,0.497,0.755,0.792,0.497,0.792,0.755,0.497,0.792,0.497,0.497,0.792,0.792,0.792,0.792,0.497,0.755,0.792,0.497,0.755,0.755,0.497,0.755,0.497,0.497,0.755,0.792,0.497,0.792,0.497,0.792,0.792,0.755,0.497,0.497
19,0.434,0.434,0.408,0.408,0.464,0.185,0.185,0.185,0.185,0.185,0.067,0.067,0.743,0.292,0.292,0.221,0.221,0.221,0.009,0.001,0.001,0.001,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.221,0.221,0.221,0.03,0.03,0.221,0.047,0.047,0.0,0.0,0.05,0.026,0.026,0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467,0.606,0.458,0.373,0.877,0.359,0.519,0.91,0.853,0.862,0.561,0.52,0.292,0.011,0.127,0.001,0.239,0.504,0.782,0.504,0.504,0.782,0.772,0.504,0.504,0.782,0.504,0.782,0.504,0.772,0.782,0.504,0.782,0.772,0.772,0.772,0.782,0.782,0.772,0.782,0.782,0.504,0.504,0.782,0.504,0.782,0.504,0.504,0.772,0.772,0.772,0.772,0.772,0.782,0.782,0.504,0.504,0.782,0.504,0.504,0.772,0.504,0.782,0.504,0.504,0.782,0.782,0.504,0.782,0.772,0.504,0.782,0.504,0.504,0.504,0.782,0.504,0.504,0.504,0.782,0.782,0.772,0.772,0.504,0.504,0.782,0.504,0.772,0.782,0.782,0.504,0.772,0.782,0.782,0.772,0.504,0.504,0.772,0.772,0.782,0.782,0.504,0.772,0.782,0.504,0.782,0.772,0.504,0.782,0.504,0.504,0.782,0.782,0.782,0.782,0.504,0.772,0.782,0.504,0.772,0.772,0.504,0.772,0.504,0.504,0.772,0.782,0.504,0.782,0.504,0.782,0.782,0.772,0.504,0.504
20,0.434,0.434,0.408,0.408,0.464,0.185,0.185,0.185,0.185,0.185,0.067,0.067,0.743,0.292,0.292,0.232,0.232,0.232,0.008,0.0,0.0,0.0,0.0,0.0,0.032,0.032,0.032,0.0,0.0,0.232,0.232,0.232,0.034,0.034,0.232,0.047,0.047,0.0,0.0,0.045,0.026,0.026,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.471,0.608,0.422,0.338,0.876,0.372,0.521,0.908,0.85,0.86,0.563,0.541,0.315,0.011,0.127,0.001,0.237,0.501,0.767,0.501,0.501,0.767,0.765,0.501,0.501,0.767,0.501,0.767,0.501,0.765,0.767,0.501,0.767,0.765,0.765,0.765,0.767,0.767,0.765,0.767,0.767,0.501,0.501,0.767,0.501,0.767,0.501,0.501,0.765,0.765,0.765,0.765,0.765,0.767,0.767,0.501,0.501,0.767,0.501,0.501,0.765,0.501,0.767,0.501,0.501,0.767,0.767,0.501,0.767,0.765,0.501,0.767,0.501,0.501,0.501,0.767,0.501,0.501,0.501,0.767,0.767,0.765,0.765,0.501,0.501,0.767,0.501,0.765,0.767,0.767,0.501,0.765,0.767,0.767,0.765,0.501,0.501,0.765,0.765,0.767,0.767,0.501,0.765,0.767,0.501,0.767,0.765,0.501,0.767,0.501,0.501,0.767,0.767,0.767,0.767,0.501,0.765,0.767,0.501,0.765,0.765,0.501,0.765,0.501,0.501,0.765,0.767,0.501,0.767,0.501,0.767,0.767,0.765,0.501,0.501
21,0.434,0.434,0.408,0.408,0.464,0.185,0.185,0.185,0.185,0.185,0.067,0.067,0.743,0.292,0.292,0.23,0.23,0.23,0.008,0.0,0.0,0.0,0.0,0.0,0.031,0.031,0.031,0.0,0.0,0.23,0.23,0.23,0.034,0.034,0.23,0.047,0.047,0.0,0.0,0.035,0.026,0.026,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.475,0.609,0.408,0.326,0.873,0.384,0.523,0.905,0.846,0.856,0.564,0.561,0.334,0.011,0.129,0.001,0.226,0.492,0.75,0.492,0.492,0.75,0.745,0.492,0.492,0.75,0.492,0.75,0.492,0.745,0.75,0.492,0.75,0.745,0.745,0.745,0.75,0.75,0.745,0.75,0.75,0.492,0.492,0.75,0.492,0.75,0.492,0.492,0.745,0.745,0.745,0.745,0.745,0.75,0.75,0.492,0.492,0.75,0.492,0.492,0.745,0.492,0.75,0.492,0.492,0.75,0.75,0.492,0.75,0.745,0.492,0.75,0.492,0.492,0.492,0.75,0.492,0.492,0.492,0.75,0.75,0.745,0.745,0.492,0.492,0.75,0.492,0.745,0.75,0.75,0.492,0.745,0.75,0.75,0.745,0.492,0.492,0.745,0.745,0.75,0.75,0.492,0.745,0.75,0.492,0.75,0.745,0.492,0.75,0.492,0.492,0.75,0.75,0.75,0.75,0.492,0.745,0.75,0.492,0.745,0.745,0.492,0.745,0.492,0.492,0.745,0.75,0.492,0.75,0.492,0.75,0.75,0.745,0.492,0.492
